link,pubdate,category,title,body
https://n.news.naver.com/mnews/article/005/0001786605?sid=101,2025-07-01 00:13:19,경제,"이통사 ‘돈 먹는 하마’ AI 비서 기능, 유료화 전환은 딜레마","업계, 올해 초 유료화 검토했지만SKT 사태 터지며 급격히 반전돼독보적 기능 구축 못한 것도 문제이동통신사의 인공지능(AI) 비서 기능이 고도화되고 있지만 AI 서비스의 수익화 전환은 이뤄지지 않고 있다. 올해 초만 해도 연내 유료화가 유력하게 검토됐지만 현재는 기약이 없는 상태다. AI를 차세대 먹거리로 정하고 막대한 투자를 하고 있지만 아직 AI로는 돈을 벌지 못하는 딜레마 상황인 것이다.30일 통신업계에 따르면 SK텔레콤은 무료로 제공되는 자사 AI 서비스 ‘에이닷’의 유료화 시점을 유심 해킹 사태 대응 종료 이후로 미뤘다. LG유플러스도 ‘고객 반응과 수용성 등을 고려해 추후 검토 예정’이라며 유료화에 선을 긋고 있다.업계에서는 올해 초까지만 해도 두 회사가 이른 시점에 AI 음성비서에 대한 유료화 수순에 들어갈 것으로 내다봤다. AI를 미래 먹거리로 내세운 양사에 AI 음성비서는 AI가 수익을 충분히 낼 수 있는지를 시험할 수 있는 일종의 테스트베드로 여겨졌다. 앞서 SK텔레콤은 2028년까지 총투자액의 33%를, LG유플러스는 3조원 이상을 AI에 쏟아붓겠다고 선언했지만 이렇다 할 수익 구조는 여전히 구축하지 못하고 있다는 게 업계 시각이다.지난 4월 발생한 SK텔레콤의 해킹 사태가 주요 변수가 됐다. SK텔레콤으로서는 이후 두 달여간 경쟁사에 빼앗긴 가입자를 되찾아오는 게 급선무로 떠올랐다. 현재까지 SK텔레콤을 이탈한 가입자는 약 60만명에 달하는 것으로 알려졌다. 이런 상황에서 섣불리 AI 음성비서 유료화를 시도했다가는 가입자 이탈이 가속화될 수 있다는 우려가 제기된 것이다. LG유플러스도 유료화를 선제적으로 선언하기는 부담스럽기가 마찬가지다. 통신업계 관계자는 “LG유플러스로서는 업계 1위인 SK텔레콤이 먼저 유료화하는 것을 지켜보고 시장 반응을 충분히 분석한 뒤 수익화에 뛰어들어도 손해가 없는 장사”라고 설명했다.통신 3사 모두 고객에게 유료 구독을 유도할 만한 독보적인 기능이나 경험을 구축하지 못한 게 보다 큰 원인이라는 지적도 있다. 삼성전자와 애플은 이미 자사 생산 스마트폰에 지능형 AI 기능을 탑재했다. 삼성전자의 경우 인터넷 연결 없이 통역과 통화내용 요약을 지원하는 ‘온디바이스 AI’를 선보이며 AI 음성비서의 유력한 대체제로 부상했다. 업계 관계자는 “아직 관련 시장에 뛰어들지 않은 KT도 고객이 돈을 내고 쓸 만큼 차별화된 앱을 만들 수 있을지에 대해 고민하고 있다”고 말했다.이에 통신사들은 새로운 기능을 계속해서 추가하며 자사 서비스를 대체 불가능한 수준으로 끌어올리려는 노력을 이어가고 있다. SK텔레콤은 이날 에이닷에 ‘노트’와 ‘브리핑’ 등 신기능을 추가한 베타 버전을 출시했다. 음성으로 이뤄지는 모든 과정을 AI로 기록해 남기거나, 일상에서 수집되는 정보를 종합적으로 분석해 정보를 제공한다. LG유플러스도 지난 26일 AI로 위·변조한 딥보이스를 자체적으로 잡아내는 ‘안티딥보이스’를 익시오에 적용하고 ‘안심지능’을 새 트렌드로 제시했다."
https://n.news.naver.com/mnews/article/020/0003644738?sid=101,2025-07-01 03:01:20,경제,"‘유심 해킹’ SKT, 브랜드가치 KT에 밀려 업계 2위","올해 2분기(4∼6월) 유심 해킹 사태를 겪은 SK텔레콤의 브랜드가치가 크게 떨어져 업계 2위로 밀려났다. 30일 브랜드가치 평가회사 브랜드스탁이 발표한 ‘올해 2분기 대한민국 100대 브랜드’에 따르면 SK텔레콤은 40위로 집계됐다. 11위였던 1분기(1∼3월) 대비 29계단 내려갔다. SK텔레콤의 브랜드가치 평가지수(BSTI)는 890.1점에서 850.1점으로 40점 떨어졌다.SK텔레콤의 브랜드가치가 하락한 반면에 KT의 브랜드가치는 상승하면서 KT가 통신 3사 가운데 1위를 차지했다. 같은 기간 KT는 41위에서 27위로, BSTI는 852.6점에서 872.9점으로 올랐다. LG유플러스는 50위에서 46위(845.9점)로 상승해 SK텔레콤과 격차를 좁혔다. BSTI는 230여 개 부문의 대표 브랜드 1000여 개를 평가한다. 1000점 만점으로, 브랜드스탁 증권거래소의 모의주식 거래를 통해 형성된 브랜드주가지수(70%)와 정기 소비자조사지수(30%)를 결합해 반영한다. 한편 이번 평가 1위는 삼성 갤럭시(950.1점)가 기록했고 그 뒤를 카카오톡(946.6점), KB국민은행(924점) 등이 이었다. 또 쿠팡이 15위에서 9위로 뛰면서 10위 안에 진입했다."
https://n.news.naver.com/mnews/article/020/0003644748?sid=101,2025-07-01 03:02:32,경제,"SKT, AI서비스 ‘에이닷’에 시험용 버전 2종 탑재","실시간 받아쓰고 요약 정리 ‘노트’비서 기능 강화한 ‘브리핑’ 서비스SK텔레콤이 인공지능(AI) 서비스 에이닷(A.)에 ‘노트’와 ‘브리핑’ 등 새로운 서비스의 베타(시험용) 버전을 탑재했다고 30일 밝혔다.노트는 회의나 강의, 상담 등 일상 음성을 AI가 실시간으로 받아쓰고 요약해 정리해주는 기능이다. 음성 그대로 받아쓰는 것이 아니라 문맥에 맞게 문장을 자연스럽게 보정하거나 문서 형태로 만든다는 점에서 차별화된다. 오픈 베타 버전에서는 1회 녹음당 최대 100분, 월 600분 분량이 제공된다.브리핑은 AI 개인 비서로서의 정체성을 강화하기 위해 개발됐다. 예컨대 이용자의 정해진 일정을 고려해 동선별 날씨를 알려주기도 하고, 관심사 기반의 콘텐츠를 추천하기도 한다. 브리핑 서비스는 에이닷 이용자 가운데 선착순 2만 명을 대상으로 제공된다.SK텔레콤 관계자는 “올해 하반기(7∼12월) 베타 테스트를 진행하고 사용자의 반응과 의견을 반영해 이르면 올해 안에 정식 버전으로 출시할 계획”이라고 밝혔다."
https://n.news.naver.com/mnews/article/052/0002212957?sid=101,2025-07-01 04:59:43,경제,■ 7월 1일(화) 경제 캘린더,"■ 마이너스로 돌아선 수출, 6월에 반등 성공할까?지난 5월 미국발 관세 폭탄 여파로 넉 달 만에 마이너스로 돌아선 수출.지난달에는 어땠을까요?반도체와 자동차에 힘입어 20일까지 전년 대비 8% 증가하며 반등에 대한 기대감을 키웠는데요.어떤 성적표가 나올지 오늘 오전 9시에 공개됩니다.■ 수영장·헬스장 시설이용료 소득공제 시행오늘부터 총급여 7천만 원 이하 근로소득자는 수영장과 헬스장 시설 이용 시 일부를 소득공제로 돌려받을 수 있습니다.일단은 제도 참여 등록을 마친 전국 천여 개 수영장과 헬스장에서 가능한데요.등록된 헬스장이나 수영장을 이용할 경우 시설이용료의 30%를 연 3백만 원 한도 내에서 소득공제를 받을 수 있습니다.■ SKT·KT, 모바일 주민등록증으로 휴대전화 개통 가능오늘부터 SKT와 KT 이용자는 휴대전화를 개통할 때 모바일 주민등록증과 국가보훈등록증으로 본인 확인을 할 수 있습니다.LG유플러스는 이달 30일부터, 알뜰폰은 하반기부터 적용될 예정입니다.■ 제4회 여성기업주간 개막 '내일을 여는 희망의 열쇠'중소벤처기업부가 주최하고 한국여셩경제인협회, 여성벤처협회 등이 공동 주관하는 '여성기업주간'이 오늘부터 나흘간 열립니다.국내 300만 명을 넘어선 여성 기업인들의 최대 축제이자 법정 행사인데요.'여성기업, 내일을 여는 희망의 열쇠'를 슬로건으로 정책토론회와 창업경진대회 시상식 등 전국 19개 지역에서 57가지 다양한 행사가 진행됩니다.※ '당신의 제보가 뉴스가 됩니다'[카카오톡] YTN 검색해 채널 추가[전화] 02-398-8585[메일] social@ytn.co.kr"
https://n.news.naver.com/mnews/article/015/0005151717?sid=105,2025-07-01 06:31:15,IT/과학,"""전화 한 통만 했어도""…70대 노인에 944만원 '요금 폭탄' 사연","70대 SKT 고객, '명의 도용' 피해피해노인 명의로 2개 회선 개통1년여간 소액결제 등 요금 944만원SKT, 피해노인에 ""요금 내라"" 소송법원, 항소심서 ""요금 낼 필요없어""SKT, 지난 25일 '소취하서' 제출사진은 기사와 관련 없음. 사진=게티이미지뱅크명의 도용을 당해 쓴 적도 없는 통신요금을 청구받은 70대 노인이 SK텔레콤과 3년여간 소송전을 벌인 끝에 1심을 뒤집고 ""요금을 내지 않아도 된다""는 취지의 법원 판결을 받아냈다. 이 노인에게 청구된 요금은 약 944만원에 달했다. SK텔레콤은 피해 노인 명의 공인인증서가 사용됐다는 이유를 들어 사용료 청구 소송을 냈었다.명의 도용 피해노인, 통신요금 고지서에 '944만원'사건은 2021년으로 거슬러 올라간다. SK텔레콤은 그해 11월 당시 78세였던 A씨 명의로 작성된 이동통신서비스 가입신청서 2건을 전송받았다. 이에 따라 A씨 명의의 이동통신서비스 이용계약 2건이 체결됐다. 계약 체결 과정에선 A씨 명의로 발급된 공인인증서가 사용됐다.SK텔레콤은 2022년 9월 A씨 명의 회선을 모두 해지했다. 통신요금이 연체됐다는 이유에서다. 계약 해지 전인 같은 해 2월부터 9월까지 발생한 미납요금은 약 944만원. 이 중 소액결제로 인한 이용요금 약 124만원에 대한 채권은 결제대행사로 이관됐다.A씨는 같은 해 10월 SK텔레콤 측 연락을 받고 매장을 찾았다. 그는 이 자리에서 명의가 도용됐다고 신고했다. 8일 뒤엔 경찰서를 방문해 사문서위조 등의 혐의로 성명불상자를 고발했다.하지만 경찰은 이듬해 7월 A씨에게 ""피의자를 추적했으나 피의자는 범행에 사용된 이름 등 피해자 정보를 사용했고 소액결제해 배송 받은 물품 수령인의 전화번호는 '대포폰'으로 확인됐다""며 ""피의자를 특정할 단서 확보가 불가해 관리미제 사건으로 등록했다""고 통지했다.명의 도용 '미제'…SKT, 피해노인에 요금 청구 소송SK텔레콤은 같은 해 11월 A씨에게서 요금을 받아내기 위해 소송을 냈다. A씨 상대로 사용료 청구 소송을 제기, 결제대행사로 이관된 소액결제 금액을 제외한 나머지 약 820만원의 요금과 함께 이를 다 갚는 날까지 연 12% 비율로 계산한 이자를 요구했다.SK텔레콤이 소송을 낸 데는 법적 근거가 있었다. 전자문서법은 전자문서가 작성자나 그 대리인의 의사에 따라 작성된 것으로 믿을 만한 정당한 이유가 있을 경우, '작성자의 의사표시'로 간주해 법적 행위를 할 수 있도록 했다.SK텔레콤이 A씨 의사로 간주할 수밖에 없었다고 주장한 근거는 공인인증서다. A씨 명의로 된 공인인증서를 활용해 이동통신서비스 이용계약이 체결된 만큼 A씨 의사에 따라 요금이 사용된 것으로 간주해 사용료를 청구했다는 것이다.SK텔레콤은 대법원 판례도 근거로 제시했다. 대법원은 2018년 3월 전자문서법을 근거로 전화통화나 면담 등 추가적 본인 확인 절차를 밟지 않았더라도 전자문서상 내용을 작성자의 의사로 보고 법률행위를 할 수 있다는 판결을 내놨다.1심, 피해노인에 ""돈 내야""…2심에선 판결 뒤집혀1심은 SK텔레콤 손을 들어줬지만 2심에서 판단이 뒤집혔다. 서울중앙지법 제10-2민사부(재판장 정도성)는 SK텔레콤이 근거로 제시한 대법원 판례가 더는 유효하지 않다고 선을 그었다. 전자서명법이 개정됐기 때문이다.옛 전자서명법은 공인인증기관이 발급한 공인인증서로 본인임을 확인할 수 있다고 규정했다. 하지만 2020년 6월 법이 개정되면서 공인인증기관이 발급하는 공인인증서 제도가 같은 해 12월 폐지됐다. SK텔레콤이 제시한 대법원 판례는 개정 이전 법률을 근거로 한 법리이기 때문에 더 이상 유효하지 않다고 봤다.그러면서 ""A씨 명의의 공인인증서로 본인 인증이 이뤄졌다 해도 계약서에 포함된 A씨 명의의 의사표시가 A씨나 그 대리인의 의사에 따른 것으로 추정되지 않는다""고 지적했다.A씨에게 문자메시지를 통해 계약 체결 사실을 알렸다는 회사 측 주장에 대해선 ""본인 확인을 위한 절차가 아니라 명의 도용 위험을 경고하는 서비스에 불과하다""며 ""고객이 이동통신서비스에 가입하지 않았는데 가입됐다는 문자를 받은 뒤에 어떠한 대응을 하지 않았다고 해서 이를 본인확인이 된 것과 같다고 볼 수도 없다""고 꼬집었다.A씨가 당시 사용하던 이동전화 외에 추가로 이동통신서비스에 가입할 특별한 이유가 없었던 점도 법원 판단을 뒷받침했다. 계약서에 적힌 주소도 A씨의 주민등록상 주소와 다른 데다 해당 지역에 거주한 사실조차 없었던 것으로 확인됐다.재판부는 ""SK텔레콤은 A씨가 아닌 자가 A씨 명의를 도용해 이동통신서비스 가입신청서를 작성했다고 의심해볼 수 있었고, A씨가 당시 사용하던 이동전화로 통화하는 등 추가적 본인확인 절차를 거쳤어야 할 것""이라며 SK텔레콤 손을 들어준 1심 판결을 취소하고 원고패소 판결했다.이에 SK텔레콤은 지난달 25일 소취하서를 제출하고 약 3년에 걸친 소송전을 마무리했다."
https://n.news.naver.com/mnews/article/277/0005615530?sid=101,2025-07-01 08:11:31,경제,"GS25, SKT 'T멤버십' 제휴…""통신 3사 멤버십 할인 편의점""","매주 화요일 FF 상품 대상 '1000원당 200원 할인'편의점 GS25가 SKT와 손잡고 이달 1일부터 T 멤버십 할인 혜택을 새롭게 선보인다고 1일 밝혔다. 이로써 GS25는 KT, LGU+에 이어 SKT까지 국내 통신 3사 멤버십 할인 혜택을 모두 제공하는 업계 유일 편의점이 됐다.고객이 GS25에서 SKT T 멤버십을 사용하고 있다. GS25 제공.GS25는 SKT T 멤버십 고객을 대상으로 매주 화요일, 도시락·김밥·주먹밥·샌드위치·햄버거 등 FF(프레쉬 푸드)전 상품을 대상으로 멤버십 즉시 할인 혜택을 제공한다. 할인 방식은 '1000원당 200원'이며 T 멤버십 전 등급 동일 조건으로 일 1회, 할인 금액 기준 최대 2만원까지 할인할 수 있다.이번 협업은 GS25와 SKT가 고객 중심의 실질적인 혜택을 제공하기 위해 기획됐다. GS25는 2023년 4월부터 SKT와 함께 Z세대를 타깃으로 한 '0 day 프로모션'을 진행해왔다. 해당 프로모션에서 GS25 쿠폰은 매월 가장 빠르게 소진될 정도로 큰 호응을 얻었다. 이를 통해 SKT 고객층의 GS25에 대한 선호와 만족도가 높다는 점이 확인됐고, T 멤버십 제휴 확대에 대한 논의가 이뤄졌다.GS25는 신규 고객 유입 확대, SKT는 멤버십 만족도 제고라는 목표를 바탕으로 이번 협업을 추진했다. 향후 양사는 할인 혜택 대상 품목을 넓히고, T 멤버십 협업 상품과 다양한 프로모션도 순차적으로 선보일 예정이다.이정표 GS리테일 마케팅부문장은 ""GS25는 통신 3사 멤버십과 모두 제휴를 맺은 유일한 편의점으로서 고객들이 각자 사용하는 통신사와 상관없이 실질적인 혜택을 누릴 수 있는 소비 채널이 됐다""며 ""편의점이 유통 채널을 넘어 진정한 '생활 문화 플랫폼'이 될 수 있도록 다양한 멤버십 기반 제휴 마케팅 및 고객 혜택을 강화해 나가겠다""고 말했다."
https://n.news.naver.com/mnews/article/018/0006053311?sid=101,2025-07-01 08:13:09,경제,"""통신3사 할인 유일 편의점"" GS25, SKT T멤버십 제휴","1일부터 SKT T 멤버십 할인 제휴 시작[이데일리 한전진 기자] GS리테일(007070)이 운영하는 편의점 GS25가 SKT와 손잡고 1일부터 T 멤버십 할인 혜택을 새롭게 선보인다고 이날 밝혔다. 이로써 GS25는 KT, LGU+에 이어 SKT까지 국내 통신 3사 멤버십 할인 혜택을 모두 제공하는 업계 유일 편의점이 됐다.고객이 GS25에서 SKT T 멤버십을 사용하고 있다. (사진=GS리테일)이번 제휴를 통해 GS25는 SKT T 멤버십 고객을 대상으로 매주 화요일, 도시락·김밥·주먹밥·샌드위치·햄버거 등 FF(Fresh Food) 전 상품을 대상으로 멤버십 즉시 할인 혜택을 제공한다.할인 방식은 ‘1000원 당 200원’이며 T 멤버십 전 등급 동일 조건으로 일 1회, 할인 금액 기준 최대 2만 원까지 할인 가능하다.이번 협업은 GS25와 SKT가 고객 중심의 실질적인 혜택을 제공하기 위해 기획됐다. GS25는 2023년 4월부터 SKT와 함께 Z세대를 타깃으로 한 ‘0 day 프로모션’을 진행해왔다. 해당 프로모션에서 GS25 쿠폰은 매월 가장 빠르게 소진될 정도로 큰 호응을 얻었다. 이를 통해 SKT 고객층의 GS25에 대한 선호와 만족도가 높다는 점이 확인됐고, T 멤버십 제휴 확대에 대한 논의가 이뤄졌다.GS25는 신규 고객 유입 확대, SKT는 멤버십 만족도 제고라는 목표를 바탕으로 이번 협업을 추진했다. 향후 양사는 할인 혜택 대상 품목을 넓히고, T 멤버십 콜라보 상품 및 다양한 프로모션도 순차적으로 선보일 예정이다.이정표 GS리테일 마케팅부문장은 “GS25는 통신 3사 멤버십과 모두 제휴를 맺은 유일한 편의점으로서 고객들이 각자 사용하는 통신사와 상관없이 실질적인 혜택을 누릴 수 있는 소비 채널이 됐다”며 “편의점이 유통 채널을 넘어 진정한 ‘생활 문화 플랫폼’이 될 수 있도록 다양한 멤버십 기반 제휴 마케팅 및 고객 혜택을 강화해 나가겠다”고 말했다."
https://n.news.naver.com/mnews/article/015/0005151749?sid=105,2025-07-01 08:31:13,IT/과학,"""위약금 면제"" 목소리 높았지만…'SKT 해킹' 조사 결과에 쏠리는 눈","내달 4일 조사 결과 등 발표 전망업계 ""위약금 면제 가능성 낮아""""정보보호 규제 강화 능사 아냐""서울 시내 한 SK텔레콤 대리점. 사진=뉴스1SK텔레콤 유심 해킹 사태에 관한 민관합동조사단 조사 결과 보고가 연기됐다. 민관합동조사단의 조사 결과와 위약금 면제 여부는 이달 4일 발표될 예정이다. SK텔레콤 유심 해킹 사태를 다루는 청문회 내내 논란됐던 정보보호 투자금과 관련해선 규제 강화보다 유인책이 우선이라는 지적이 끊이지 않는다.과학기술정보통신부는 지난 30일 국회 과학기술정보방송통신위원회 태스크포스(TF) 보고 일정이 잠정 연기됐다고 전했다. 과기정통부 관계자는 ""과기정통부 장관과 차관, 방통위원장이 논의한 후에 발표하지 않는 것으로 결정했다""며 ""현장 조사가 마무리된 건 맞다""고 말했다.유상임 과기정통부 장관은 지난달 27일 오후 국회 과방위 전체회의에 나와 ""민관합동조사단의 조사 결과를 같은달 30일에 발표할 것이고 그 결과를 법무법인에 전달해 다시 검토 의뢰할 것""이라고 말한 바 있다. 위약금 면제 여부는 ""7월4일쯤 입장을 말씀드리겠다""고 답했다.민관합동조사단의 조사 결과 발표가 미뤄지면서 오는 4일 조사 결과와 위약금 면제 여부 등이 함께 공개될 전망이다. 과기정통부 관계자는 ""발표 시점은 4일을 최대 목표로 삼고 있다""며 ""위약금 면제 여부도 그날 나올 가능성이 높다""고 말했다.배경훈 과기정통부 장관 후보자도 이날 출근길에서 ""합동조사 끝났다고 들었다. 거기에 따라 대응책을 이제 정리하고 있는 걸로 안다""며 ""이번 주 내로 (조사 결과를) 발표하는 걸로 알고 있다""고 했다.조사 결과 발표를 앞두고 업계 일각에선 위약금 면제 가능성이 낮다는 관측이 나오기도 한다. 고객 간 형평성 문제 때문이다. 위약금 면제가 확정되면 이미 SK텔레콤을 이탈한 고객과 그렇지 않은 고객이 차별을 받게 된다는 것. 업계 관계자는 ""법률적으로도 이 부분을 명확하게 매듭짓기 어려워 위약금 면제가 어려울 수도 있다고 본다""고 말했다.위약금 면제와 함께 국회 청문회 내내 논란이 됐던 정보보호 투자에 관해선 '규제 중심으로 무게추가 쏠려선 안 된다'는 지적이 이어지고 있다. 지난 4월30일 SK텔레콤의 유심 해킹 사고와 관련한 청문회에서는 회사가 기업 규모에 비해 정보보호 투자가 부족하다는 질타가 이어졌다. 지난해 기준 SK텔레콤의 정보보호 투자금액은 600억원으로 KT와 LG유플러스보다도 적다는 비판이 나온 것.SK텔레콤은 SK브로드밴드 정보보호 투자비와 합산해서 봐야 한다는 입장을 고수하고 있다. SK브로드밴드 비용을 합산하면 867억원을 정보보호 투자비로 썼다는 얘기다. 다른 이동통신사와 비교해도 규모가 적지 않다는 것이다.국회에선 정보보호 투자금을 의무화하는 법안도 발의된 상황이다. 구자근 국민의힘 의원은 지난달 24일 정보기술 부문 예산의 일정 비율을 정보보호에 투자하도록 의무화하는 법안을 대표발의했다. 정보통신서비스 제공자와 집적정보통신시설 사업자 등이 정보기술 부문 예산에 일정 비율 이상의 정보보호 예산을 반영하도록 의무 조항을 신설한 것이 골자다.박춘식 서울여대 정보보호학과 교수는 ""규제가 세면 예외조항으로 모두가 빠져나가려고 한다""며 ""강행하는 것만이 최선책은 아니다. 기업이 혼자서 막을 수 없는 해킹 공격도 너무 많다. 정부가 기업에게 유인책으로 정보보호 투자를 끌어올리는 게 정책적으로 효과와 의미가 있는 것""이라고 꼬집었다.정보보호 투자금 의무화는 중소기업에 또 다른 부담으로 작용할 수 있다. 김승주 고려대 정보보호대학원 교수는 ""해킹 사고에 취약한 건 대기업보다 중소기업""이라며 ""현재 스타트업과 중소기업 활성화하겠다고 얘기하고 있는 상황에서 법 개정이 먼저가 아니라 중소기업을 현실적으로 도와줄 수 있는 대책을 고민해야 한다. 그것이 지금 정부가 할 일""이라고 말했다.전문가들은 기업에 부담을 몰아주는 정책이 아닌 정부와 기업이 부담을 나누는 정책이 필요하다고 했다. 박 교수는 ""투자금 의무화보다는 정보보호 투자 계획을 제출하는 게 효과적""이라며 ""정보보호 투자금을 올리는 기업에 대해서는 세제 혜택을 준다는지 유인책으로 기업들의 참여를 높이는 것이 중요하다""고 주장했다."
https://n.news.naver.com/mnews/article/018/0006053340?sid=101,2025-07-01 08:33:11,경제,"뚜레쥬르, SKT T 멤버십 대상 ‘해피아워’ 프로모션 진행","1만원 이상 구매 시 3천원 할인 또는 적립[이데일리 노희준 기자] CJ푸드빌이 운영하는 뚜레쥬르가 7월 한 달간 SKT T 멤버십 고객을 대상으로 ‘T 멤버십 해피아워’ 및 ‘SKT T day’ 등의 프로모션을 진행한다고 1일 밝혔다.먼저 ‘T 멤버십 해피아워’ 혜택은 SKT T 멤버십 고객을 대상으로 7월 한 달간 매일 오후 8시부터 자정까지 T 멤버십 고객이 1만원 이상 구매 시 3000원 할인 또는 적립 혜택을 제공한다. 7월 한 달 동안 1일 1회, 월 최대 7회까지 이용 가능하다.‘T 멤버십 해피아워’ 외에도 7월 ‘SKT T day’ 혜택도 만나볼 수 있다. 뚜레쥬르는 T 멤버십 고객을 대상으로 오는 2일, 16일 2회에 걸쳐 뚜레쥬르 최대 30% 할인 또는 적립 혜택을 제공한다. 할인 전 구매 금액 최대 2만원 내에서 1000원 당 300원 할인 또는 적립을 받을 수 있다.두 프로모션 모두 T 멤버십 상시 할인 혜택과 같은 날 이용 가능하며, 결제 1건당 한 가지 혜택만 적용 가능하다."
https://n.news.naver.com/mnews/article/119/0002973940?sid=105,2025-07-01 08:53:10,IT/과학,"'SKT 해킹 여파' 6월 번호이동, 66만건… LGU+·KT 반사이익","SKT 가입자 25%, LG U+·KT로 이동서울 시내에 위치한 통신사 대리점 ⓒ뉴시스[데일리안 = 조인영 기자] 6월 한 달간 통신 시장의 번호이동이 66만건을 기록했다. 전월인 5월 93만건 보다는 낮지만 지난 4월 SK텔레콤(SKT)에서 발생한 사이버 침해 사고 이후 여전히 높은 수준인 60만건 이상을 유지하고 있다.1일 한국통신사업자연합회(KTOA)에 따르면 6월 SK텔레콤, KT, LG유플러스, 알뜰폰(MVNO) 간 총 번호이동 가입자 수는 66만6618명으로 집계됐다.해킹 사고가 발생하기 전인 지난 3월(52만5937명)에 비해 약 26.7% 증가했다. 4월(69만954명) 보다는 3.5% 줄어든 수치다.올해 1월만 해도 49만명 수준이던 번호이동 가입자는 2월과 3월 50만명대를 나타냈으나 해킹 사고가 발생한 4월 70만명에 육박했고, 5월에는 90만명을 훌쩍 넘어섰다.가장 큰 수혜를 본 통신사는 LG유플러스였다. SK텔레콤에서 LG유플러스로 번호 이동한 가입자는 지난달 8만7774명이다. 4월 보다 1769명 많다.KT는 지난달 SK텔레콤 고객 8만2043명을 흡수하며 반사이익을 누렸다. 전월 대비로는 11만4642명, 4월 보다는 1만3910명 적다.알뜰폰으로의 이동도 눈에 띄었다. SK텔레콤에서 알뜰폰으로 번호이동한 건수는 전월 보다 55.84% 줄어든 3만8030건으로 집계됐다.KT, LG유플러스, 알뜰폰에서 SK텔레콤으로 번호이동한 숫자는 각각 3만2316명, 3만8741명, 2만6508명을 나타냈다. 전월에 이들 이동 건수는 1만명대에 불과했다.SK텔레콤은 지난 4월 이용자 유심(USIM) 관련 정보가 유출되며 가입자 이탈이 발생했고, 유심 무상 교체 등 사후 지원으로 신규 가입도 일시 중단됐다.지난달 24일부터 신규 영업이 전면 재개되자, SK텔레콤은 최신 스마트폰에 대한 공시지원금과 기기변경 지원금을 상향하며 가입자 회복에 나서고 있다."
